Item_A;Item_B;rho;p;p_bonferroni;sig_001;sig_005
A3_DesfazerPlay;A5_RespeitaConfig;0.1325058381609114;0.2706522629384372;1.0;False;False
A2_ControleRepr;C3_SugestoesBusca;0.11805585485234511;0.4994020927180891;1.0;False;False
A3_DesfazerPlay;C5_TocaRapido;0.1156441208764656;0.4337928434815932;1.0;False;False
C4_AvisoPerda;D2_Recomendacoes;0.11491820981434751;0.29206224654702956;1.0;False;False
C3_SugestoesBusca;D5_TelasLimpas;0.11329660255695843;0.365062500929655;1.0;False;False
A3_DesfazerPlay;D1_AcoesRapidas;0.10113969635804779;0.401331082135875;1.0;False;False
B5_PrevisivBotoes;C4_AvisoPerda;0.09618754912973754;0.5019361248513804;1.0;False;False
A3_DesfazerPlay;B5_PrevisivBotoes;0.09174609092757104;0.5306802233015304;1.0;False;False
A3_DesfazerPlay;E2_InfoVisivel;-0.053363736875578445;0.6585002805146875;1.0;False;False
A2_ControleRepr;C4_AvisoPerda;0.019316491531270727;0.9123001234385056;1.0;False;False
B5_PrevisivBotoes;E4_HomeRelevante;0.00984055362494851;0.9453597529143576;1.0;False;False
A3_DesfazerPlay;B2_IconesEsperados;-0.006523585852428027;0.9569402837325056;1.0;False;False
